Unnamed: 0,ETH.USD.Open,ETH.USD.High,ETH.USD.Low,ETH.USD.Close,ETH.USD.Volume,ETH.USD.Adjusted,date,day_of_week,weekend,daily_return,log_return,SMA_5,SMA_10,SMA_20,EMA_12,RSI_14,MACD_line,MACD_signal,MACD_hist,volatility_7d,volatility_21d,volume_zscore,volume_change,day_of_week_num
2024-11-22,3360.654296875,3428.46044921875,3262.80883789062,3331.60083007812,36775716442,3331.60083007812,2024-11-22,Friday,0,-0.008763062239896535,-0.008801683663305197,3216.8166503906223,3164.760400390623,3022.4651855468737,3146.316630736606,63.74939685358407,167.47053232895178,158.37919124648397,9.091341082467807,0.04361917087329546,0.04440156249915614,0.19761618621577273,-0.28755560868272634,4
2024-11-23,3331.6455078125,3499.37084960938,3317.65478515625,3396.22338867188,38835184688,3396.22338867188,2024-11-23,Saturday,1,0.019396849109394765,0.019211127992398724,3254.490039062498,3185.1231445312487,3069.45509033203,3184.7638242651096,65.74402624476106,175.00088954158718,161.70353090550464,13.29735863608255,0.043725666824593425,0.04410291126800616,0.2738420351009266,0.05600076477770455,5
2024-11-24,3396.99951171875,3451.80224609375,3288.43090820312,3363.65991210938,27901454185,3363.65991210938,2024-11-24,Sunday,1,-0.009588143309746777,-0.009634405505680692,3304.94521484375,3215.594262695312,3117.786767578124,3212.2862993180743,63.83787780527174,176.30877367708126,164.62457945981996,11.684194217261307,0.04281104609634841,0.04396750557645636,-0.7334357963258963,-0.2815418695917391,6
2024-11-25,3364.6015625,3545.27880859375,3304.09399414062,3413.5439453125,51544793988,3413.5439453125,2024-11-25,Monday,0,0.014830284424276696,0.014721391049257408,3373.21640625,3246.6446044921868,3167.331433105468,3243.2490140864475,65.48861626992579,179.30360550682417,167.5603846692208,11.74322083760336,0.04087223543450084,0.04299986600432468,1.2722019452136024,0.8473873672043521,0
2024-11-26,3412.95092773438,3461.29296875,3255.54296875,3326.51733398438,39902959158,3326.51733398438,2024-11-26,Tuesday,0,-0.025494504457054257,-0.025825120704146828,3366.3090820312523,3265.9689453125,3197.448840332031,3256.0595248399754,60.31576053121713,172.66434400814796,168.58117653700626,4.0831674711417065,0.040161790169512566,0.044013114964757905,0.10961055890502318,-0.22585859655798224,1
2024-11-27,3326.02905273438,3687.00903320312,3303.56787109375,3657.24926757812,43383987191,3657.24926757812,2024-11-27,Wednesday,0,0.09942287996365295,0.09478538754645599,3431.4387695312516,3324.127709960937,3235.5320312499994,3317.781023722767,70.01060755000134,191.8781327615843,173.2405677819219,18.637564979662415,0.050519023590647194,0.041179212519505036,0.4555854830159756,0.08723734044927589,2
2024-11-28,3656.60961914062,3664.87817382812,3531.87060546875,3579.8115234375,32362724276,3579.8115234375,2024-11-28,Thursday,0,-0.02117376707874774,-0.02140114666809235,3468.1563964843763,3361.3232177734367,3266.4077758789053,3358.093408294264,65.94816827188531,198.56765566816875,178.30598535917127,20.26167030899748,0.04296360364041813,0.040357393417875316,-0.6443522392286416,-0.25403988034752045,3
2024-11-29,3579.91064453125,3647.26440429688,3538.44677734375,3593.49438476562,27622629486,3593.49438476562,2024-11-29,Friday,0,0.0038222295331853395,0.003814943374229446,3514.123291015624,3409.5342529296877,3289.5252685546866,3394.308943136011,66.32004877171408,202.63736590698772,183.17226146873458,19.46510443825315,0.042315554670852885,0.040286308581791594,-1.0776258602446123,-0.14646773088615495,4
2024-11-30,3593.59814453125,3739.93481445312,3572.25415039062,3705.70532226562,30670867436,3705.70532226562,2024-11-30,Saturday,1,0.03122613408711894,0.03074851569555738,3572.5555664062476,3472.885986328124,3315.243969726561,3442.21607838672,69.28275218309267,212.46792745128232,189.03139466524414,23.436532786038185,0.04291073584868399,0.03915943561452416,-0.7882757656402773,0.11035292463901536,5
2024-12-01,3706.61987304688,3747.45532226562,3663.23413085938,3711.1650390625,28018113530,3711.1650390625,2024-12-01,Sunday,1,0.0014733272945572917,0.0014722430127694947,3649.4851074218723,3507.8970947265616,3332.0615722656235,3483.592841567609,69.42368801813178,218.18418040053712,194.86195181230275,23.322228588234367,0.04212419061065479,0.03911391327285493,-0.9562449010410823,-0.08649099708495123,6
2024-12-02,3710.49536132812,3761.34301757812,3557.25219726562,3644.19848632812,47284967570,3644.19848632812,2024-12-02,Monday,0,-0.018044617264258545,-0.0182094067558627,3646.874951171872,3539.1568603515616,3351.958630371092,3508.301402299995,65.45665814326264,214.83423556543812,198.85640856292983,15.977827002508292,0.04392382926265496,0.03777728740720115,1.0488748361496854,0.6876570765326613,0
2024-12-03,3643.7421875,3670.2197265625,3504.22631835938,3620.71166992188,36839829742,3620.71166992188,2024-12-03,Tuesday,0,-0.006444988244837635,-0.00646584685219588,3655.054980468748,3561.6056884765617,3373.3644165039054,3525.595289626439,64.0737640527411,207.88778932245032,200.66268471483394,7.225104607616373,0.04188844346159161,0.03661406719162885,0.058560556099249136,-0.22089764178302895,1
2024-12-04,3620.03759765625,3895.17431640625,3617.74462890625,3841.3310546875,56799745752,3841.3310546875,2024-12-04,Wednesday,0,0.060932602448948936,0.059148334945910305,3704.622314453124,3609.3728027343736,3412.483532714843,3574.170022712756,70.39982738127543,217.67559245443272,204.0652662627537,13.610326191679007,0.029260105040492757,0.03812005593150471,2.2663498842264898,0.5418026128183837,2
2024-12-05,3840.84448242188,3956.54150390625,3683.4208984375,3811.00830078125,60568296606,3811.00830078125,2024-12-05,Thursday,0,-0.007893814272854183,-0.0079251353622021,3725.68291015625,3649.1192382812487,3447.881921386718,3610.6066808771393,68.61157480067492,220.44455650600685,207.34112431140434,13.103432194602505,0.027474848021412902,0.03651798324923436,2.2060707783381055,0.06634802328965184,3
2024-12-06,3792.20849609375,4093.17211914062,3782.68139648438,4005.810546875,52853668566,4005.810546875,2024-12-06,Friday,0,0.051115670898385535,0.0498521437821613,3784.61201171875,3717.048559570311,3491.5087524414057,3671.407275646041,73.30322908981366,235.64156442277,213.00121233367747,22.640352089092517,0.031434103948648755,0.03754658340541637,1.3122047766124005,-0.12737072812504646,4
2024-12-07,4006.02880859375,4029.45288085938,3974.17626953125,4002.69262695312,22574636761,4002.69262695312,2024-12-07,Saturday,1,-0.000778349321665317,-0.0007786523927722505,3856.31083984375,3751.592895507811,3537.8603027343743,3722.374252770207,73.1148564655974,244.61395519657663,219.3237609062573,25.290194290319334,0.03118573346611732,0.037660580437107544,-1.445069220891837,-0.5728842032448447,5
2024-12-08,4007.69067382812,4018.0,3927.85400390625,4005.70458984375,20943378971,4005.70458984375,2024-12-08,Sunday,1,0.0007524841828594475,0.0007522012085836005,3933.309423828124,3794.182202148436,3577.752709960937,3765.963535396906,73.18653958408241,249.09625321067415,225.27825936714066,23.817993843533486,0.031225448121981417,0.03710626920530026,-1.4997219399580235,-0.07226064398157517,6
2024-12-09,4006.10180664062,4008.77783203125,3525.23291015625,3718.6904296875,57029832059,3718.6904296875,2024-12-09,Monday,0,-0.07165135464156769,-0.07434792132244801,3908.7812988281244,3806.7018066406245,3608.1180297851556,3758.6907499031513,57.46354297676151,226.8736049390477,225.59732848152208,1.2762764575256256,0.04371826764550342,0.04077109738958703,1.4646637043557797,1.723048278788652,0
2024-12-10,3719.00048828125,3780.75341796875,3520.365234375,3631.83374023438,58416417599,3631.83374023438,2024-12-10,Tuesday,0,-0.023356794843613526,-0.02363388795184487,3872.94638671875,3799.3146484375,3636.1003173828117,3739.1742868771867,53.70351196532246,199.9485052263958,220.46756383049683,-20.51905860410102,0.04482679906881653,0.04048417991649334,1.4101611958850329,0.024313337247171107,1
2024-12-11,3631.27612304688,3850.76538085938,3567.56640625,3832.82202148438,35968053196,3832.82202148438,2024-12-11,Wednesday,0,0.055340716460503314,0.05386366878061331,3838.3486816406266,3811.4803466796884,3659.688720703125,3753.5816306629085,60.1942873255739,192.60797939481517,214.8956469433605,-22.28766754854533,0.04362065429358789,0.04144616178457784,-0.3917177322708025,-0.3842817708729931,2
2024-12-12,3833.17211914062,3987.005859375,3800.0908203125,3883.1015625,42971675764,3883.1015625,2024-12-12,Thursday,0,0.013118151777928855,0.013032853981371379,3814.430468750002,3835.3706542968757,3687.2637573242187,3773.5077740224615,61.64305193165825,188.67279599644917,209.65107675397826,-20.97828075752909,0.043669377632917304,0.03689031988143477,0.2067520260175859,0.19471786615292452,3
2024-12-13,3883.03002929688,3967.39526367188,3855.02368164062,3911.20532226562,34895127659,3911.20532226562,2024-12-13,Friday,0,0.0072374516384079435,0.007211386970921277,3795.5306152343755,3864.42001953125,3713.0128540039063,3794.6920122137167,62.46537469351617,185.6814531329187,204.85715202976638,-19.175698896847678,0.0385449286296002,0.03670161705898075,-0.4445984917059492,-0.1879505037075193,4
2024-12-14,3910.84790039062,3943.27807617188,3826.76196289062,3868.4052734375,28756190559,3868.4052734375,2024-12-14,Saturday,1,-0.010942930708461862,-0.01100324498830537,3825.4735839843756,3867.12744140625,3738.2501220703116,3806.0325139404526,60.34362481922816,177.80753157397294,199.4472279386077,-21.639696364634773,0.038649043431573306,0.036839737025017395,-0.8871270620883716,-0.175925337198664,5
2024-12-15,3868.44116210938,3971.498046875,3832.0966796875,3951.94116210938,25069616984,3951.94116210938,2024-12-15,Sunday,1,0.021594399440379553,0.021364543575883122,3889.4950683593765,3881.2207275390633,3765.1699829101553,3828.479998274134,62.98622654462937,176.276039630402,194.8129902769666,-18.536950646564577,0.039878710417956244,0.036772306427705,-1.1567727725474386,-0.1282010413526833,6
2024-12-16,3951.65283203125,4106.95556640625,3882.70532226562,3987.48095703125,46536359669,3987.48095703125,2024-12-16,Monday,0,0.008992996976427747,0.008952800788840773,3920.42685546875,3879.387768554688,3798.2181640624995,3852.9416842367673,64.08282437305684,175.9023923791451,191.03087069740232,-15.128478318257208,0.025030977669165223,0.03674282241933051,0.5633823438139222,0.8562852276004282,0
