open,high,low,close,volume,adjusted,date,day_of_week,weekend,daily_return,log_return,SMA_5,SMA_10,SMA_20,EMA_12,RSI_14,MACD_line,MACD_signal,MACD_hist,volatility_7d,volatility_21d,volume_zscore,volume_change,day_of_week_num
97276.00781,98152.60156,94482.86719,95865.30469,72680784305.0,95865.30469,2024-12-02,Monday,0,-0.01454037250355844,-0.01464711974658334,96541.628126,95954.939063,94179.1316405,95127.41356484871,62.400030186522784,4521.328953785836,5167.997668428752,-646.6687146429158,0.020981156642390007,0.02482846783617359,0.03222081312690961,0.9863187544551872,0
95854.59375,96297.20313,93629.5625,96002.16406,67067810961.0,96002.16406,2024-12-03,Tuesday,0,0.0014276214991706393,0.0014266034164408664,96611.567188,95777.427344,94450.0316405,95261.99056410276,62.63816576094729,4256.19636422972,4985.637407588945,-729.4410433592257,0.01981671495520318,0.024675066781057714,-0.06833181134762233,-0.07722774867763582,1
95988.53125,99207.32813,94660.52344,98768.53125,77199817112.0,98768.53125,2024-12-04,Wednesday,0,0.02881567532447571,0.028408310898047476,96872.96875,95852.898438,95025.9367185,95801.45836193311,67.16499251224661,4220.646602791414,4832.639246629439,-611.9926438380253,0.01564607186653793,0.02462115642943242,0.5550705172254649,0.15107107278172194,2
98741.53906,103900.4688,91998.78125,96593.57031,149219000000.0,96593.57031,2024-12-05,Thursday,0,-0.022020788529241275,-0.02226686533810357,96901.871874,96202.025781,95302.3148435,95923.32173855878,60.915825409794934,3971.1945312053576,4660.350303544623,-689.1557723392652,0.018492315360774433,0.02357281903779785,3.0453376511011068,0.932893180090258,3
97074.22656,102039.8828,96514.875,99920.71094,94534772658.0,99920.71094,2024-12-06,Friday,0,0.0344447422258245,0.03386480181871064,97430.05625,96995.56484400001,95770.4265625,96538.30469262665,66.11040002635879,3995.912023595709,4527.46264755484,-531.5506239591314,0.0215949969565246,0.02288946201356917,0.9124923720251467,-0.36646960066747536,4
99916.71094,100563.3828,99030.88281,99923.33594,44177510897.0,99923.33594,2024-12-07,Saturday,1,2.6270829894148306e-05,2.6270484821940184e-05,98241.6625,97391.645313,96274.30078149999,97059.0787306841,66.1142265929906,3969.949523062838,4415.96002265644,-446.0104995936017,0.020801593424997145,0.02279650489905335,-0.9706250000851382,-0.5326850675695629,5
99921.91406,101399.9922,98771.51563,101236.0156,44125751925.0,101236.0156,2024-12-08,Sunday,1,0.013136867856255341,0.013051327547774088,99288.43280800001,97949.999998,96808.96953,97701.68440288655,68.05662270539133,4009.0821291631582,4334.584443957784,-325.5023147946258,0.020992795789840576,0.022666647285636825,-0.9648785402198041,-0.0011716135868468092,6
101237.0625,101272.5078,94355.91406,97432.71875,110676000000.0,97432.71875,2024-12-09,Monday,0,-0.037568614563293856,-0.03829250321926552,99021.270308,97947.11952899999,97063.41601449999,97660.30507167324,57.73101256011904,3690.6571330404695,4205.798981774322,-515.1418487338524,0.025948903818003508,0.024564022010529367,1.379047097189736,1.5081952187039134,0
97441.23438,98270.15625,94321.25781,96675.42969,104824000000.0,96675.42969,2024-12-10,Tuesday,0,-0.007772430757506665,-0.007802793528128149,99037.642184,97969.757029,97180.2128895,97508.78578218506,55.911996744939785,3338.709565673227,4032.381098554103,-693.6715328808759,0.026249943868695436,0.02439831403506141,1.08596102690188,-0.05287505872998666,1
96656.0625,101913.3594,95747.22656,101173.0313,85391409936.0,101173.0313,2024-12-11,Wednesday,0,0.046522695833078,0.04547295003910618,99288.106256,98359.081253,97313.6281265,98072.5158618489,63.3066618135031,3383.7022317453375,3902.6453251923504,-518.9430934470129,0.029938101630990394,0.025932895837666545,0.39592617471312375,-0.18538302358238568,2
101167.8047,102524.9141,99339.95313,100043.0,72073983533.0,100043.0,2024-12-12,Thursday,0,-0.011169293689038629,-0.011232138643807253,99312.03906800001,98776.850784,97365.89492349999,98375.6672677183,60.55834830832923,3290.247239844626,3780.165708122806,-489.9184682781797,0.02862912531995448,0.024376586938174405,-0.0036463054312490515,-0.15595744833094194,3
100046.6484,101888.8047,99233.28125,101459.2578,56894751583.0,101459.2578,2024-12-13,Friday,0,0.014156490708995273,0.014057223349095092,99356.68750800002,99322.56015800001,97549.993751,98850.06581114625,62.741475484547856,3292.509652003966,3682.6344968990384,-390.12484489507233,0.026111926016810404,0.024532684257030528,-0.5002369254680971,-0.21060625770809505,4
101451.4375,102618.8828,100634.0547,101372.9688,40422968793.0,101372.9688,2024-12-14,Saturday,1,-0.0008504793142691813,-0.0008508411769868996,100144.73751800001,99583.003913,97717.9511755,99238.20473250837,62.51443564984308,3249.877266635871,3596.083050846405,-346.20578421053415,0.02612773289386766,0.02433732299885872,-1.0641307492867629,-0.28951322102128174,5
101373.5313,105047.5391,101227.0313,104298.6953,51145914137.0,104298.6953,2024-12-15,Sunday,1,0.028861012305678946,0.028452377083452714,101669.39064000001,100353.516412,98277.7710965,100016.7417428917,66.8894252630958,3412.831474491235,3559.432735575371,-146.60126108413624,0.027830088762542626,0.025033966776864043,-0.6890606561042513,0.2652686248481799,6
104293.5781,107780.5781,103322.9844,106029.7188,91020417816.0,106029.7188,2024-12-16,Monday,0,0.016596789586110994,0.016460568034444102,102640.72813999999,100964.417198,98979.99102100001,100941.81513629298,69.18125251329238,3639.696828514774,3575.4855541632523,64.21127435152175,0.020792650008318835,0.0219673164859537,0.6766619414623088,0.7796224654855464,0
106030.6875,108268.4453,105291.7344,106140.6016,68589364868.0,106140.6016,2024-12-17,Tuesday,0,0.0010457709522850855,0.0010452245147752322,103860.24846,101586.14376400001,99488.89453850001,101741.62843840175,69.32770855275191,3784.807664533044,3617.3499762372107,167.45768829583312,0.019604572429143166,0.02160133802915202,-0.060355635492218875,-0.24643979324886123,1
106147.2969,106470.6094,100041.5391,100041.5391,93865656139.0,100041.5391,2024-12-18,Wednesday,0,-0.057462105999595114,-0.05917915463223083,103576.70472000001,101466.696114,99708.348056,101480.07623249378,54.09894400778873,3368.83187891166,3567.6463567721007,-198.81447786044055,0.02806588560581745,0.02419063327601383,0.7730597445365279,0.36851618789070484,2
100070.6875,102748.1484,95587.67969,97490.95313,97221662392.0,97490.95313,2024-12-19,Thursday,0,-0.025495269194633963,-0.025825905448700108,102800.30158599999,101472.51955200001,99709.8195405,100866.36498595627,49.22883226294533,2801.068130417276,3414.3307115011357,-613.2625810838599,0.029399521729795274,0.02492041093255264,0.8099813255900058,0.035753292429238304,3
97484.69531,98098.91406,92175.17969,97755.92969,105634000000.0,97755.92969,2024-12-20,Friday,0,0.0027179605029266085,0.00271427352747035,101491.74846399999,101580.569552,99775.1632905,100387.83647888608,49.73508486284036,2345.4557096833014,3200.5557111375692,-855.1000014542678,0.028573386322328316,0.024593446307744436,0.9988707144951228,0.08652739935757592,4
97756.19531,99507.10156,96426.52344,97224.72656,51765334294.0,97224.72656,2024-12-21,Saturday,1,-0.005433973485644672,-0.005448791223407189,99730.750016,101185.739078,99772.4101655,99901.20418367283,48.686989294111264,1919.3903929295193,2944.3226474959597,-1024.9322545664404,0.02851648875424303,0.024508059802908707,-0.8818269030462855,-0.5099557500993999,5
97218.32031,97360.26563,94202.1875,95104.9375,43147981314.0,95104.9375,2024-12-22,Sunday,1,-0.021802982996221854,-0.022044180356301776,97523.61719599999,100691.932828,99734.391806,99163.31700156932,44.643869955199,1394.6051582884684,2634.3791496544613,-1239.773991365993,0.024453566615993273,0.024910573310712874,-1.2133196205861771,-0.1664695707567142,6
95099.39063,96416.21094,92403.13281,94686.24219,65239002919.0,94686.24219,2024-12-23,Monday,0,-0.0044024560764786,-0.004412175422717882,96452.557814,100014.631267,99668.5957125,98474.53626132788,43.8689602236383,934.1555034752528,2294.33442041862,-1360.1789169433673,0.021329989607595835,0.024728120006742172,-0.4125244581921876,0.5119827378304773,0
94684.34375,99404.0625,93448.01563,98676.09375,47114953674.0,98676.09375,2024-12-24,Tuesday,0,0.04213760592583071,0.04127399404187625,96689.585938,99744.943762,99663.9738375,98505.54510573897,52.35574429967369,881.0374595791218,2011.6750282507205,-1130.6375686715987,0.03045300554802377,0.026408672759111042,-0.9978334929189672,-0.2778100282664131,1
98675.91406,99478.75,97593.46875,99299.19531,33700394629.0,99299.19531,2024-12-25,Wednesday,0,0.006314615185099015,0.006294761537560763,96998.239062,99244.993763,99799.2550875,98627.64513716374,53.53723922559969,879.0865529416624,1785.157333188909,-906.0707802472466,0.02233101667079353,0.025697936116427348,-1.3251984865366935,-0.2847197757599137,2
99297.69531,99884.57031,95137.88281,95795.51563,47054980873.0,95795.51563,2024-12-26,Thursday,0,-0.03528406921185956,-0.03592159321943284,96712.39687600001,98221.573446,99592.995322,98191.9329052924,46.547402878349224,588.0441695312184,1545.734700457371,-957.6905309261526,0.024346910995584108,0.026433395333316033,-0.8635334074140116,0.3962738831701411,3
95704.97656,97294.84375,93310.74219,94164.85938,52419934565.0,94164.85938,2024-12-27,Friday,0,-0.01702226079452651,-0.017168804864051642,96524.381252,97023.999224,99305.071494,97572.38313217048,43.68849088007348,223.23731165086792,1281.2352226960704,-1057.9979110452025,0.024814259497209574,0.025441492476128567,-0.5838492711695793,0.11401457598038034,4
94160.1875,95525.89844,94014.28906,95163.92969,24107436185.0,95163.92969,2024-12-28,Saturday,1,0.01060979984017485,0.01055391088008475,96619.918752,96536.238283,99001.4671985,97201.85183337503,45.88164055919279,14.573874375375453,1027.9029530319315,-1013.329078656556,0.02550638098555632,0.025598624535977398,-1.599623285011984,-0.5401093804284111,5
95174.05469,95174.875,92881.78906,93530.22656,29635885267.0,93530.22656,2024-12-29,Sunday,1,-0.0171672516606014,-0.017316317421601262,95590.745314,96140.165626,98806.342589,96636.98640670194,42.93679513984812,-279.39885607552424,766.4425912104404,-1045.8414472859645,0.024984956723618813,0.025556317800862188,-1.3226967482093213,0.2293254678587464,6
93527.19531,94903.32031,91317.13281,92643.21094,56188003691.0,92643.21094,2024-12-30,Monday,0,-0.009483732186096772,-0.009528989138014317,94259.54844,95628.893751,98604.7316515,96022.55941182471,41.38370816590282,-577.2944196359022,497.69518904117194,-1074.989608677074,0.02513580633980007,0.02438987798922027,-0.262434593524223,0.8959448379821533,0
92643.25,96090.60156,91914.03125,93429.20313,43625106843.0,93429.20313,2024-12-31,Tuesday,0,0.008484077592140427,0.00844829007940354,93786.28594,95249.34140800001,98217.540243,95623.58152231322,43.33948072774211,-741.4092942243878,249.87429238806,-991.2835866124478,0.017000788871548773,0.024459173882984544,-0.6948495602225702,-0.2235868160949146,1
93425.10156,94929.86719,92788.125,94419.75781,24519888919.0,94419.75781,2025-01-01,Wednesday,0,0.010602195532179781,0.010546386376952455,93837.265626,95180.823439,97936.3781335,95438.37787426503,45.79413966107637,-782.5216084549756,43.39511221945287,-825.9167206744285,0.017652504363486334,0.02208552058139136,-1.3642537340477479,-0.43794088557207933,2
94416.28906,97739.82031,94201.57031,96886.875,46009564411.0,96886.875,2025-01-02,Thursday,0,0.02612924717477627,0.02579371072002365,94181.85468799999,95400.88672,97707.7589935,95661.22358591657,51.437149246032384,-609.0074166019622,-87.08539354483014,-521.922023057132,0.016497517325565605,0.022885207581820503,-0.40983544053075105,0.8764181421453363,3
96881.72656,98956.91406,96034.61719,98107.42969,35611391163.0,98107.42969,2025-01-03,Friday,0,0.012597729981486117,0.01251903877897461,95097.295314,95344.020314,97544.482038,96037.56298654478,53.98912857749095,-368.7568076390453,-143.41967636367318,-225.33713127537212,0.014570391337948829,0.022835131276939633,-0.7940537707999721,-0.2260002541018188,4
98106.99219,98734.42969,97562.97656,98236.22656,22342608078.0,98236.22656,2025-01-04,Saturday,1,0.0013128146401037988,0.0013119536524266006,96215.89843799999,95237.723439,97241.358601,96375.81892092252,54.26226547852418,-166.04952258101548,-147.94564560714164,-18.103876973873838,0.014500253523709825,0.022842366253060246,-1.266408317708981,-0.37259940293447946,5
98233.90625,98813.30469,97291.76563,98314.96094,20525254825.0,98314.96094,2025-01-05,Sunday,1,0.0008014800930074006,0.000801159079350243,97193.05,95489.66797,96855.620708,96674.14846231905,54.44031647311851,0.9398338898463408,-118.16854970774405,119.10838359759039,0.011214739788589044,0.02178967548309329,-1.2293710024588536,-0.08134024670062956,6
98314.95313,102482.875,97926.14844,102078.0859,51823432705.0,102078.0859,2025-01-06,Monday,0,0.038276218838113385,0.03756185612402365,98724.715618,96280.990622,96652.49492299999,97505.5234527315,62.04538681949241,431.9535449266841,-8.144130780858418,440.0976757075425,0.013635431439351671,0.023210934120160575,0.05510774365300699,1.5248618420015156,0
102248.8516,102712.4844,96132.875,96922.70313,58685738547.0,96922.70313,2025-01-07,Tuesday,0,-0.050504304861774596,-0.05182428255974209,98731.881244,96456.867966,96496.5531245,97415.85878769588,49.78468660405642,353.46419676548976,64.17753472841122,289.28666203707854,0.028143306468821128,0.025532642458130667,0.3606708400853934,0.13241704541385801,1
96924.16406,97258.32031,92525.84375,95043.52344,63875859171.0,95043.52344,2025-01-08,Wednesday,0,-0.019388436654304786,-0.01957885772184936,98119.099994,96608.19765399999,96374.18164,97050.88411881958,46.2008529125661,138.03553906922753,78.94913559657448,59.086403472653046,0.029505126261078703,0.02274661048674106,0.691027609516486,0.08843921457754789,2
95043.48438,95349.71875,91220.84375,92484.03906,62777261693.0,92484.03906,2025-01-09,Thursday,0,-0.026929603273975644,-0.0272988492323712,96968.662494,96592.280466,96110.5871085,96348.29257130886,41.78843136878742,-236.49604401552642,15.860099674154299,-252.35614368968072,0.028877464177431807,0.022822115044148123,0.8136590450948981,-0.01719894639787123,3
92494.49219,95770.60938,92250.09375,94701.45313,62058693684.0,94701.45313,2025-01-10,Friday,0,0.023976181106898142,0.02369326570898843,96245.960932,96719.505466,95984.42343699999,96094.93265726135,46.551043690737394,-350.349625816787,-57.38184542403397,-292.96778039275307,0.030396300602360277,0.02351485300689939,1.1768272937378994,-0.011446310170615925,4
94700.83594,94977.6875,93840.04688,94566.59375,18860894100.0,94566.59375,2025-01-11,Saturday,1,-0.00142404763118964,-0.0014250625506611308,94743.66250199999,96734.18905999999,95957.5062495,95859.80359460576,46.30292277357069,-446.3165749110194,-135.16879132143106,-311.14778358958836,0.030324538662906655,0.023495422286179728,-1.5702849116345843,-0.6960797435402234,5
94565.72656,95367.53906,93712.50781,94488.4375,20885130965.0,94488.4375,2025-01-12,Sunday,1,-0.0008264678561502592,-0.0008268095689983134,94256.809376,96494.34530999999,95947.616015,95648.82419543563,46.14940195729859,-522.652813376204,-212.66559573238567,-309.9872176438183,0.030278592341297553,0.023010152185216914,-1.3089519910428973,0.10732454433324023,6
94488.89063,95837.0,89260.10156,94516.52344,72978998252.0,94516.52344,2025-01-13,Monday,0,0.0002972420831914846,0.00029719791551558583,94151.409376,96135.25468499999,95739.63749950001,95474.62407921476,46.21841043272654,-574.263776351756,-284.9852318562597,-289.27854449549625,0.02391016866556454,0.02298861671047417,1.7931468354894242,2.4943040756747297,0
94519.00781,97352.66406,94322.15625,96534.04688,53769675818.0,96534.04688,2025-01-14,Tuesday,0,0.021345722066054673,0.0211210930969041,94961.41094,95965.036717,95601.38007799999,95637.61220241249,51.06916029128452,-447.21335866760637,-317.430857218529,-129.78250144907736,0.018855453304145127,0.021489479599321393,0.6346065958429762,-0.26321712950442655,1
96534.04688,100697.2344,96501.64063,100504.4922,57805923627.0,100504.4922,2025-01-15,Wednesday,0,0.04112999970814024,0.04030666147880436,96122.01875399999,96183.989843,95836.82890649998,96386.3629712721,58.92144013629957,-25.845303802067065,-259.11374653523666,233.2684427331696,0.02227375406904448,0.02333167721596303,0.7962790825918992,0.0750655038847905,2
100505.2969,100781.5859,97364.44531,99756.90625,54103781805.0,99756.90625,2025-01-16,Thursday,0,-0.007438333686740406,-0.007466136045372093,97160.081254,95951.871878,96116.43125,96904.90809107639,57.06455048715804,244.94441045215353,-158.30211513775862,403.24652558991215,0.017944242725243434,0.021925199619978818,0.5579562879170747,-0.06404433299757539,3
100025.7656,105884.2266,99948.90625,104462.0391,71888972663.0,104462.0391,2025-01-17,Friday,0,0.04716598606424793,0.04608745424593984,99154.80157400001,96705.80547499999,96581.3367205,98067.54363091079,64.62151548252842,829.6484377401939,39.287995437831896,790.360442302362,0.022339609775781658,0.023532486923549648,1.4496243924587886,0.32872361717894516,4
104124.9531,104913.2031,102226.6172,104408.0703,50445655726.0,104408.0703,2025-01-18,Saturday,1,-0.0005166355210463047,-0.0005167690231603778,101133.110946,97642.260161,97125.22890750002,99043.00927230912,64.48132423547301,1273.9899971511622,286.228395780498,987.7616013706643,0.022235405177873136,0.02353026356091036,0.2179966419783855,-0.2982838138127477,5
104411.2891,106299.7969,99570.53125,101089.6094,76789928525.0,101089.6094,2025-01-19,Sunday,1,-0.03178356702183016,-0.03229962891021863,102044.22344999999,98502.817195,97547.5488305,99357.87083041541,56.381770412813346,1342.881916380269,497.5590999004522,845.3228164798169,0.028088586537120173,0.02440881505019018,1.5192461747262835,0.5222307534684696,6
101083.75,109114.8828,99471.35938,102016.6641,126280000000.0,102016.6641,2025-01-20,Monday,0,0.009170623029432612,0.009128828194847628,102346.65783,99234.338292,97976.921879,99766.91594881304,57.97009371690226,1455.5066506323492,689.1486100468317,766.3580405855175,0.0277746895892468,0.024232696648398815,2.966570936393446,0.6444864896428162,0
102052.5781,107180.9219,100103.9531,106146.2656,88733878242.0,106146.2656,2025-01-21,Tuesday,0,0.040479675908163815,0.039681833655651956,103624.5297,100392.305477,98563.24726850001,100748.35435668795,64.22030840293294,1856.5853324465716,922.6359545267798,933.9493779197918,0.02979647444365173,0.025446096478610562,1.3173508198195465,-0.29732437248970545,1
106136.3828,106294.3438,103360.2656,103653.0703,53878181052.0,103653.0703,2025-01-22,Wednesday,0,-0.023488299714615635,-0.023768546878112758,103462.73594,101308.76875700001,98901.55703350001,101195.23373258211,58.55845094945149,1950.775724951207,1128.263908611665,822.5118163395418,0.030010129065995306,0.026239880752491642,-0.07305971618312596,-0.3928116056748877,2
103657.6719,106820.3281,101257.8047,103960.1719,104105000000.0,103960.1719,2025-01-23,Thursday,0,0.002962783438166916,0.002958403045287006,103373.15625999999,102253.133603,99194.194144,101620.6088352618,59.03750379194322,2026.8386874554126,1307.9788643804147,718.8598230749978,0.02955735170575439,0.025780408688456782,1.6767366424728685,0.9322292988978984,3
103965.6719,107098.5469,102772.125,104819.4844,52388229265.0,104819.4844,2025-01-24,Friday,0,0.008265785678255533,0.008231811160809843,104119.13126000001,103081.67735499999,99523.357036,102112.74353752921,60.41635363006502,2131.883445115891,1472.75978052751,659.123664588381,0.02365821339478821,0.02572272659344993,-0.2579179900230014,-0.49677508990922625,4
104824.0313,105243.7891,104120.375,104714.6484,23888996502.0,104714.6484,2025-01-25,Saturday,1,-0.0010001575623090897,-0.00100065805362509,104658.72812000001,103502.692975,99843.341409,102513.03659329395,60.15033466317693,2181.525515133457,1614.5129274486994,567.0125876847574,0.023663155607184135,0.025737376165303215,-1.3315440186674978,-0.5440006879950039,5
104713.2109,105438.6484,102507.7109,102682.5,22543395879.0,102682.5,2025-01-26,Sunday,1,-0.01940653414828264,-0.019597313205808396,103965.975,103795.25235,99873.562114,102539.10788663333,55.086997421776985,2033.4494809291646,1698.3002381447927,335.14924278437184,0.02116566581098455,0.026211253869718187,-1.3931881752057655,-0.056327214200368125,6
102680.3047,103214.1094,97795.9375,102087.6875,89006608428.0,102087.6875,2025-01-27,Monday,0,-0.005792734886665207,-0.005809577851448121,103652.89844,103557.81719,100131.8113325,102469.65859638204,53.6630833584409,1846.8128503596672,1728.0027605877679,118.81008977189936,0.021126571461327712,0.024927878927633557,1.0216193899469574,2.948234281371642,0
102095.4141,103730.8203,100238.1875,101332.4766,47180685494.0,101332.4766,2025-01-28,Tuesday,0,-0.007397668793310719,-0.007425167245327183,103127.35938000001,103250.25782,100446.25899049999,102294.70752001557,51.83119604525319,1619.2965255504096,1706.2615135802964,-86.96498802988685,0.011505721466553665,0.022155920025253743,-0.49330734069269966,-0.46991929782196107,1
101317.5234,104750.8047,101283.8203,103703.2109,47432049818.0,103703.2109,2025-01-29,Wednesday,0,0.023395602076896393,0.02312612001485265,102904.10468,103511.61796999999,101007.2175825,102511.40034770548,56.81494262114473,1611.707878756264,1687.35078661549,-75.64290785922594,0.013479613997604415,0.022023485485944128,-0.4532024163014806,0.005327695461990745,2
103709.3359,106418.7656,103321.6484,104735.3047,41915744521.0,104735.3047,2025-01-30,Thursday,0,0.009952380365495284,0.009903181588684015,102908.23594,103783.48203,101508.910161,102853.53947882772,58.81283880049405,1669.7275853562169,1683.8261463636354,-14.098561007418539,0.013972839381265353,0.020839795032625896,-0.6117471833331138,-0.11629911248125346,3
104737.5625,106026.3516,101543.8828,102405.0234,45732764360.0,102405.0234,2025-01-31,Friday,0,-0.022249243525616857,-0.02250049165785029,102852.74062,103409.35781,101900.8316435,102784.53700516191,52.86595612049341,1510.2650000957074,1649.11391711005,-138.84891701434253,0.015994880479657105,0.021298556868782615,-0.44411505291496123,0.0910641068796394,4
102402.7969,102755.7266,100297.7109,100655.9063,27757944848.0,100655.9063,2025-02-01,Saturday,1,-0.017080383773439012,-0.017227936108893938,102566.38437999999,103109.64141,102209.2050835,102457.05535821393,48.871411050364934,1228.5882201896602,1565.008777725972,-336.4205575363119,0.016760330027430066,0.021764803988461548,-1.126282023153362,-0.3930403019267651,5
100661.5391,101430.6641,96216.07813,97688.97656,63091816853.0,97688.97656,2025-02-02,Sunday,1,-0.02947596270364128,-0.029919108728882152,101837.684372,102482.521876,102367.8277395,101723.50477387333,42.94397909851617,757.2221231101285,1403.4514468028035,-646.229323692675,0.018494126186145154,0.022898161197774554,0.0976544795670041,1.2729282444534382,6
97681.10156,102514.1719,91242.89063,101405.4219,115401000000.0,101405.4219,2025-02-03,Monday,0,0.038043651094219255,0.03733783693677355,101378.12657200001,102141.11562600001,102611.3964905,101674.56894712358,50.9664826419316,675.7574630835734,1257.9126500589575,-582.1551869753841,0.02516857265572754,0.02421504246545375,1.8541574566450791,0.8290961610580518,0
101398.7188,101745.6172,96208.10938,97871.82031,73002130211.0,97871.82031,2025-02-04,Tuesday,0,-0.03484627866826129,-0.03546789361269819,100005.429694,101456.832817,102479.762896,101089.5306952584,44.55214817906379,322.34818707320665,1070.7997574618073,-748.4515703886007,0.028328173962037954,0.025242687770735735,0.333612594337169,-0.36740470003726133,1
97878.00781,99113.21094,96174.82813,96615.44531,49125911241.0,96615.44531,2025-02-05,Wednesday,0,-0.012836943218390573,-0.012920048754085499,98847.51407599999,100850.127348,102322.689849,100401.20986675711,42.50390211284792,-58.43655267363647,844.9524954347186,-903.389048108355,0.025530504948790732,0.023644818723713885,-0.4870770356796406,-0.32706194875396,2
96610.64063,99168.60938,95707.35156,96593.29688,45302471947.0,96593.29688,2025-02-06,Thursday,0,-0.00022924316012762347,-0.00022926944035730812,98034.992192,100300.688286,101929.252738,99815.37709956372,42.46683645319281,-357.87305768697115,604.3873848103806,-962.2604424973517,0.024487362415649593,0.023608321357433577,-0.6016695959474592,-0.07782938163209063,3
96581.32031,100154.1406,95653.88281,96529.08594,55741290456.0,96529.08594,2025-02-07,Friday,0,-0.0006647556515205766,-0.0006649766995260601,97803.01406799999,99820.34922,101535.30351999999,99309.79384424622,42.35152756760069,-593.5182228377525,364.80626328075397,-958.3244861185065,0.024227489953624327,0.02084760098591998,-0.21352375716934147,0.23042492076839705,4
96533.25781,96877.80469,95702.49219,96482.45313,22447526395.0,96482.45313,2025-02-08,Saturday,1,-0.00048309594508122444,-0.0004832126735228398,96818.420314,99098.273443,101304.9457065,98874.8183497468,42.261778926667176,-775.0967590346554,136.82565881767206,-911.9224178523275,0.02401976170298725,0.020847846073176385,-1.2708884431546015,-0.5972908734016626,5
96481.3125,97325.28125,94745.25781,96500.09375,27732901800.0,96500.09375,2025-02-09,Sunday,1,0.00018283759821313694,0.00018282088545659258,96544.075002,98274.752348,101029.117189,98509.4761036319,42.31158179710976,-907.1189044990897,-71.9632538456803,-835.1556506534093,0.021642410126759028,0.019824900015851066,-0.9975281233313292,0.2354546916214908,6
